lp	lb	ng
0.009822564	11.83758844	1
-0.939517472	12.48429984	1
0.074784635	12.3283796	1
-0.438057092	12.24303805	1
-0.254756522	11.30535137	1
-0.929725646	12.08990511	1
-0.268869137	12.01703334	1
-0.535409119	11.57054294	1
-0.253067812	11.32428246	1
-0.17028079	11.84135947	1
-0.164082513	11.76566855	1
-0.070241436	12.71432976	1
-0.56324597	11.85064624	1
0.551442312	12.80345712	1
0.510682917	12.47567119	1
0.252811541	12.18469143	1
-0.424154282	12.20682588	1
-0.549732411	11.60422605	1
-0.539991191	12.4456042	1
0.016168483	12.01703334	1
-0.397373624	12.10380372	1
-0.175557839	11.10720997	1
-0.279779486	12.08990511	1
-0.227578534	12.16731733	1
-0.344092623	11.99694925	1
-0.510236927	11.41830129	1
-0.372499984	10.99255352	1
-0.553203514	11.65896484	1
0.627059489	12.13672057	1
-0.363427861	11.5289167	1
-0.041043089	11.34830486	1
-0.196260275	11.43775056	1
-0.427073824	12.40483372	1
-0.10280632	11.40654018	1
0.033891576	11.61066016	1
-0.232279547	12.54157924	1
-0.664590245	12.0211893	1
0.007940992	12.16731733	1
-0.203200946	11.63346846	1
-0.377145891	11.80482068	1
-0.056882069	11.26717173	1
0.130731207	12.1430148	1
0.272536386	11.21484385	1
-0.248136839	12.30103	1
-0.120966085	12.2380461	1
-0.590442188	11.35793485	1
-0.530531452	11.33645973	1
0.324482884	12.33845649	1
0.048671321	12.11058971	1
0.140649119	12.06818586	1
0.114580296	12.59988307	1
-0.290524816	11.98000337	1
-0.326771677	11.29225607	1
-0.410630217	12.1271048	1
-0.560340524	11.72509452	1
0.189439498	12.5276299	1
0.358523602	12.70329138	1
-0.702600639	12.26717173	1
-0.362065197	10.86569606	1
-0.485375223	11.54406804	1
-0.084421312	11.48000694	1
-0.592615895	11.86981821	1
-0.733998922	11.53529412	1
-0.181791267	12.21484385	1
-0.209498095	11.68033551	1
-0.178271015	11.95664858	1
-0.733937725	12.85125835	1
-0.177943125	12.79169065	1
-0.01419374	12.39794001	1
0.362980196	12.35602586	1
-0.368797798	12.57403127	1
-0.320362275	12.00860017	1
-0.242872071	12.18752072	1
-0.007931855	12.38560627	1
-0.325114987	12.23044892	1
0.695694131	13.01703334	1
1.013364888	13.53655844	1
0.024827468	11.87794695	1
-0.332827328	12.30749604	1
-0.207990938	12.372912	1
-0.399798417	10.93751789	1
-0.349189492	11.41995575	1
-0.13777676	11.52113808	1
-0.070971604	12.34830486	1
0.386932508	12.1172713	1
-0.071126584	11.92116605	1
0.46958493	12.77378644	1
-0.464927515	12.13353891	1
-0.582908792	11.22010809	1
-0.54614524	11.82412583	1
-0.375596195	11.90579588	1
-0.338672027	10.47567119	1
-0.553262507	12.2121876	1
0.106890238	12.24551267	1
-0.173901215	11.79448805	1
-0.295799705	12.06445799	1
0.441570877	12.74818803	1
-0.073601469	12.34242268	1
0.395117322	12.19865709	1
-0.320580281	12.10037055	1
-0.100907578	12.20139712	1
-0.265192972	12.23552845	1
-0.275795426	12.50514998	1
-0.706683861	11.74429298	1
-0.551791627	12.47567119	1
-0.273518118	12.10720997	1
0.169886241	11.98272339	1
0.194574834	12.86746749	1
-0.188346587	11.76492298	1
-0.186796765	11.78604121	1
-0.461422496	10.13987909	1
-0.967711719	10.68841982	1
-0.68203481	11.43933269	1
0.093067801	12.62221402	1
-0.863105116	9.935507266	1
-0.253226507	11.65030752	1
-0.421794155	12.14612804	1
-0.202535097	12.54900326	1
-0.713678286	12.85003326	1
-0.267524215	11.18752072	1
0.097980531	12.30963017	1
-0.523421953	11.01703334	1
-0.21469722	12.47275645	1
-0.032558739	12.2787536	1
-0.586091979	12.06818586	1
-0.529150144	11.67851838	1
-0.201416334	11.9498777	1
0.470107232	12.82542612	1
-0.190911195	12.13353891	1
0.309347784	12.08635983	1
0.08399719	12.43616265	1
-0.558143114	10.47129171	1
-0.294666656	11.78746047	1
-0.779609451	12.89376176	1
-0.894486409	11.95904139	1
-1.506096033	12.04532298	1
-0.074280626	12.5797836	1
-0.398842106	11.28330123	1
0.116009014	12.10380372	1
-0.209310293	11.93951925	1
-0.54008155	11.62838893	1
-0.671467503	12.5378191	1
-0.30773135	12.10037055	1
-0.153901135	12.40140054	1
-0.276880236	11.8286599	1
-1.300578564	12.10720997	1
-0.554817843	10.64246452	1
-0.276416275	12.00860017	1
-0.501379347	12.7512791	1
-1.227692966	9.691965103	1
-0.544203783	12.99475694	1
-0.959631087	12.24551267	1
-0.53401075	11.91222206	1
-0.40346228	12.2380461	1
0.665598625	12.74036269	1
-0.406183576	11.68394713	1
-0.099696791	11.49554434	1
-0.529324955	12.05690485	1
0.040129818	11.99956549	1
0.223391054	11.83314711	1
-0.956350907	12.64147411	1
-0.028829954	11.67851838	1
-1.166343003	12.38201704	1
-0.477020076	11.84757266	1
-0.113297819	11.89486966	1
-0.435648825	12.08635983	1
0.010089544	11.70070372	1
-0.451901847	10.95036485	1
-0.15004772	11.86510397	1
-0.29952993	11.69548168	1
-0.23174235	11.78604121	1
-0.243904244	12.04139269	1
-0.936130204	12.2787536	1
-0.116954962	12.76192784	1
-0.104886432	12.17318627	1
0.308562066	12.54530712	1
0.29102012	12.52633928	1
-0.513756599	11.98811284	1
-0.0162168	12.00432137	1
-0.32514345	11.93701611	1
-1.209742992	11.86746749	1
-0.330110637	12.24054925	1
-0.337615255	11.86093662	1
0.07034823	11.81822589	1
-0.135452729	11.70156799	1
0.440944957	12.68304704	1
-0.334109579	11.30535137	1
-0.412710067	12.65127801	1
-0.80969352	11.68124124	1
-2.237171447	8.419955748	1
-0.745971841	11.85125835	1
-0.579422153	11.2121876	1
0.242616206	12.48855072	1
0.175696451	12.37474835	1
-0.408113239	12.34635297	1
-0.986526557	12.2121876	1
-0.33344739	11.5276299	1
-0.106266526	11.56702637	1
-0.271237281	12	1
-0.175155278	12.69810055	1
-0.07463427	12.03342376	1
0.520352766	11.83821922	1
-0.384065722	12.18469143	1
-0.075338806	12.36921586	1
-0.542485972	11.83632412	1
-0.448971081	11.8122447	1
-0.13095495	12.29003461	1
-1.050990778	11.9609462	1
-0.469751623	11.93348729	1
-0.025087357	11.88536122	1
-0.698136958	11.49831055	1
-0.520696839	11.5132176	1
0.30974341	12.30103	1
-0.8904417	11.97772361	1
-0.011682781	12.71933129	1
-0.820301745	13.18752072	1
-0.342142304	11.81690384	1
-0.827408744	11.82151353	1
-0.542654114	12.1271048	1
-0.186527765	11.57863921	1
-0.052266395	12.13987909	1
-0.09963451	11.76566855	1
-0.667713065	10.97543181	1
-0.285035193	12.17897695	1
0.333307593	12.63346846	1
0.098315545	12.44247977	1
0.142891368	12.33645973	1
-0.403014961	11.95472479	1
-1.106687741	12.24797327	1
0.047683263	13.30535137	1
-0.01725718	13.04532298	1
0.005049174	12.61172331	1
-0.552300989	11.26007139	1
-0.52015415	11.29003461	1
0.383381213	12.83695674	1
0.020653339	12.54157924	1
-0.278555434	11.66464198	1
-0.049993148	11.93449845	1
-0.084996646	12.26951294	1
-0.554462736	12.06445799	1
-0.447515516	11.27415785	1
-1.074677593	12.0374265	1
0.051089207	11.97680834	1
-0.352788238	11.23552845	1
0.08686716	11.67577834	1
0.136365696	12.14921911	1
-0.538067995	11.83058867	1
-0.363646525	12.1271048	1
-0.329381259	11.1430148	1
-0.246620732	12.45939249	1
-0.512609892	11.96567197	1
0.120494632	12.01283722	1
-0.05480823	12.1172713	1
-0.253489569	11.9459607	1
-0.520985013	11.8876173	1
0.184158597	12.40823997	1
-0.366063163	12.04532298	1
-0.557950034	11.80277373	1
-0.402599927	11.11058971	1
-0.98015703	11.76789762	1
-0.073667845	12.39445168	1
-0.466974431	12.10037055	1
-0.295362248	11.17026172	1
0.104774497	12.11058971	1
0.002147912	11.93751789	1
-0.613693701	12.04139269	1
0.212412953	11.76342799	1
-0.212599041	11.71096312	1
-0.528946042	12.67851838	1
-0.222395581	12.1931246	1
0.251361985	12.01703334	1
0.081911596	12.99166901	1
-0.149314564	11.90254678	1
-0.125838368	11.76042248	1
-0.190942202	12.41329976	1
-0.423521586	12.65127801	1
-0.748230416	11.0211893	1
-0.235943483	12.42324587	1
0.197811038	12.33845649	1
-0.188962833	11.11394335	1
-0.615843793	11.58433122	1
-0.836674602	10.0374265	1
-0.219871427	12.19865709	1
-0.767171544	12.13672057	1
0.101221411	12.0211893	1
-0.540084563	12.30963017	1
-0.302969536	11.1903317	1
-0.125136241	12.56702637	1
0.152631974	12.06818586	1
-0.171301444	11.5563025	1
-0.343524231	12.97863695	1
0.033957449	12.61909333	1
0.533777014	13.01703334	1
-0.010812796	12.15533604	1
-0.273616778	11.78887512	1
-0.285578025	11.26007139	1
-0.002316178	12.5132176	1
-0.482557324	11.52374647	1
-0.225793355	12.28330123	1
0.050125215	13.16435286	1
-0.589972255	11.71432976	1
-0.018978255	12.65127801	1
-0.715341462	11.99956549	1
-0.711183119	11.81358099	1
0.09609834	12.02530587	1
0.408130869	12.13672057	1
-0.539918918	12.63245729	1
-0.086191444	12.56348109	1
-0.06337217	12.89486966	1
-0.548106155	11.83186977	1
-0.108845716	12.1903317	1
-0.84799006	11.1271048	1
-0.304450908	12.07554696	1
-0.277805529	12.21484385	1
-0.484897449	11.76715587	1
-0.466732667	11.23299611	1
0.005870458	12.34635297	1
-0.181765526	11.6180481	1
-0.374876951	11.56110138	1
-0.465056749	11.97497199	1
-0.525614715	10.94051648	1
0.192544316	11.95472479	1
-0.60273976	11.55388303	1
0.107007025	12.61489722	1
0.007915406	11.69019608	1
-0.317747492	12.41329976	1
-0.104318943	12.161368	1
0.112889746	12.20682588	1
-0.176240248	11.78390358	1
-0.738756169	11.99255352	1
-0.45032251	10.43136376	1
-0.369932322	11.10720997	1
-0.034406058	12.08635983	1
-0.31577332	12.13672057	1
-0.210757831	11.88536122	1
-0.417509374	11.69635639	1
-0.339607003	12.47712125	1
-0.183612192	12.32428246	1
0.081635661	12.23299611	1
-0.39009412	11.40993312	1
-0.635085213	13.03342376	1
0.185827625	12.53402611	1
-0.242154724	11.11394335	1
0.394025583	12.30103	1
-0.442543328	11.54777471	1
-0.101534815	12.10380372	1
0.086215279	12.68841982	1
0.011075819	12.7411516	1
0.535099847	12.90200289	1
-0.246355669	12.48995848	1
-1.1589097	12.49136169	1
-0.691322493	11.80888587	1
-0.764635707	12.13353891	1
0.06309306	11.45024911	1
0.035037295	12.5797836	1
-0.429545796	11.73319727	1
-0.135807637	12.1430148	1
-0.037660029	12.08278537	1
-0.339437116	12.18752072	1
-0.576636145	11.46089784	1
0.03058677	12.6364879	1
0.636096554	14.43775056	1
-0.298419064	12	1
0.106002447	12.26481782	1
-0.438195247	11.79098848	1
-0.139223727	12.74741181	1
-0.632338503	11.64048144	1
-0.059860698	11.36735592	1
-0.348021669	12.13987909	1
0.372042175	12.01283722	1
-0.33692223	12.44870632	1
-0.448725707	12.1931246	1
-0.431632806	12.24797327	1
-0.53175904	12.35983548	1
-0.345950587	11.77451697	1
-0.309045011	11.64738297	1
-0.851563939	11.69810055	1
-0.213013753	12.17897695	1
-0.452885234	11.7126497	1
-0.450709757	10.73158877	1
-0.062496652	12.0211893	1
0.6167421	12.93550727	1
0.475408644	12.66558099	1
-2.221776373	8.394451681	1
-0.252533035	12.45484486	1
-0.239599383	12.55990663	1
-0.168972768	11.94051648	1
-0.258658488	10.84818912	1
-0.144095178	11.34242268	1
0.019867863	12.6009729	1
0.232781196	13.06069784	1
-0.640992172	12.27415785	1
-0.089667535	13.36735592	1
-0.028929747	12.00432137	1
-0.360008787	12.22271647	1
-0.148234251	12.8739016	1
-0.453282174	12.06818586	1
-0.294687199	11.95616843	1
-0.649362455	10.98677173	1
0.071656336	11.72345567	1
-0.30935479	11.38916608	1
0.202691522	12.38381537	1
-0.172653993	12.39093511	1
-0.276445002	11.93500315	1
-0.684766692	12.49692965	1
0.080858722	12.70329138	1
-0.366161037	11.91115761	1
-0.112738945	12.2278867	1
-0.597102691	11.5865873	1
-0.925289587	11.79448805	1
-0.812403143	12.48572143	1
0.066602071	12.36172784	1
-0.077085196	12.35024802	1
-0.155982214	11.37106786	1
-0.112872401	11.8344207	1
0.04997118	11.2278867	1
-0.928847336	11.64345268	1
-0.555741234	12.58319877	1
-0.467879057	11.98272339	1
-0.230948517	10.97772361	1
-0.276449106	12.24797327	1
-0.748722016	11.58433122	1
-0.286169379	12.673942	1
-0.131297385	11.70156799	1
0.037827935	11.33041377	1
-0.624550386	12.4440448	1
0.129657351	12.5289167	1
-0.144173252	12.67117284	1
-0.341931338	12.48572143	1
-0.899760452	11.49276039	1
-0.411515401	11.924796	1
-0.386305081	11.26717173	1
-0.075369284	11.48855072	1
-0.635255819	12.71349054	1
-0.275662678	12.02938378	1
0.251786853	12.24551267	1
-0.142996365	12.20682588	1
-0.200913208	12.0374265	1
-0.78264768	12.30103	1
-0.233761947	11.70415052	1
0.006575993	11.88252454	1
-0.581655613	10.99651167	1
-0.06012547	11.29666519	1
-0.254129991	12.72672721	1
-0.526232836	12.14921911	1
-0.212135175	12.01283722	1
0.242926855	12.38021124	1
-0.510156786	10.89817648	1
-0.509482498	10.86153441	1
-0.419223234	12.39794001	1
-0.805766028	11.73239376	1
-0.011711335	12.24054925	1
-0.073615875	12.30963017	1
-0.286137484	12.31806333	1
-0.197187976	12.0374265	1
-0.050349495	12.13672057	1
0.244354074	12.19589965	1
-0.515064136	10.87040391	1
0.231403065	12.37106786	1
-0.038197938	11.89376176	1
-0.515647479	11.96988164	1
0.0083327	11.82930377	1
-0.212852784	12.24054925	1
-0.377495853	10.90471555	1
0.485651877	12.5171959	1
-0.101372436	11.56702637	1
-0.027258101	11.924796	1
0.105150679	11.61489722	1
0.042006186	12.88081359	1
-0.265251361	11.15533604	1
0.076800226	12.1931246	1
-0.136597427	11.98944982	1
-0.214950055	12.35410844	1
0.066865755	12.85430604	1
-0.379995191	12.10720997	1
-0.193170428	11.80413943	1
-0.323872714	11.45939249	1
-0.451864967	10.97818052	1
0.132997939	12.40823997	1
0.17437705	12.40993312	1
-0.251421284	10.72997429	1
-0.546999851	11.23044892	1
-0.121745412	11.24551267	1
-0.237799498	11.90254678	1
-0.535598393	11.11058971	1
0.389982322	12.72345567	1
-0.49091985	11.61700034	1
-0.094579771	11.4785665	1
-0.408570294	11.5899496	1
-0.739604205	12.49415459	1
-0.642894533	10.71180723	1
-0.666538619	12.16731733	1
-0.618841582	12.87040391	1
0.327053492	12.42813479	1
-0.094559793	12.07554696	1
0.083425572	11.95664858	1
0.242365737	12.70415052	1
0.145010151	12.43136376	1
-0.513820393	11.72754126	1
-0.524347694	12.05307844	1
-0.592734898	11.72509452	1
-0.068297081	12.61384182	1
-0.496289648	12.64836001	1
-0.064963055	12.74272513	1
-0.652550936	11.10380372	1
-0.092295267	11.34830486	1
-0.231889736	12.1271048	1
-0.209729618	12.30749604	1
-0.441386217	11.5171959	1
-0.23581116	12.02938378	1
-0.050320235	12.35793485	1
-0.574345159	11.81491318	1
-0.159822993	12.2380461	1
0.08841324	12.5171959	1
0.113220151	12.26951294	1
0.075920513	12.17897695	1
-0.185050906	12.31175386	1
-0.348860633	12.00860017	1
-0.231372257	12.33645973	1
0.239524203	12.07554696	1
-0.062865921	12.40823997	1
-0.989449887	12.49415459	1
-0.020379704	11.14612804	1
-0.542782916	11.2380461	1
-0.061078188	11.99563519	1
-0.332206283	12.27415785	1
-0.046135008	12.5774918	1
-0.59284713	11.76192784	1
0.204150925	13.23044892	1
-0.157216703	11.31175386	1
0.1004443	11.5378191	1
-0.108112572	11.53275438	1
-0.032401484	12.30963017	1
-0.55520443	12.51587384	1
0.316421819	12.40312052	1
-0.241281086	11.85551916	1
-0.200443047	12.53275438	1
-0.506105782	11.98091194	1
0.015387841	12.24303805	1
-0.255062705	11.83821922	1
-0.182898257	12.40993312	1
-0.16594889	12.28330123	1
0.060508598	11.99211149	1
0.03563823	11.28330123	1
-0.400272996	12.34830486	1
-0.456020064	11.89872518	1
-0.492423407	11.40483372	1
0.110380593	12.76937733	1
0.528733436	13.8733206	1
-1.126853849	12.00432137	1
-0.228799956	12.3283796	1
-0.723322251	11.75434834	1
-0.628055194	11.48713838	1
-0.320831122	11.30319606	1
0.19468109	12.48429984	1
0.208351048	12.04532298	1
-0.058356908	11.86272753	1
-0.207294611	11.83758844	1
-0.454538248	11.03342376	1
-0.393575638	11.36172784	1
-2.456304368	8.149219113	1
-0.55218482	12.42975228	1
-0.32133779	11.74973632	1
-0.398827962	12.13033377	1
-0.626769754	12.20951501	1
-0.660441241	11.46089784	1
-0.204096358	11.88024178	1
-0.693099118	12.11058971	1
-0.023083103	12.42324587	1
0.086967418	12.71096312	1
0.116975809	12.33645973	1
-0.619935357	11.51188336	1
0.099607447	12.20411998	1
0.013877862	12.59988307	1
0.314369952	12.84323278	1
-2.319483191	8.694605199	1
0.165858672	12.31175386	1
0.045374622	13.57054294	1
-0.541464883	11.81358099	1
-0.054148499	12.2380461	1
0.111632112	12.08278537	1
-0.413408195	11.82347423	1
-0.210745131	11.3283796	1
-0.062310129	11.65705585	1
-2.090283547	8.612783857	1
0.187076893	12.57170883	1
-0.855550339	12.54157924	1
0.514579892	12.93298082	1
-0.123177341	12.05690485	1
-0.081011392	13.07188201	1
-0.315361067	11.47712125	1
-0.706542419	12.37657696	1
-0.477703165	11.56820172	1
0.339252833	12.23299611	1
-0.202053496	12.4578819	1
-0.490214328	11.67024585	1
-0.059641424	11.29003461	1
-0.180591638	12.07554696	1
-0.114534177	11.96988164	1
-0.441229049	11.89320675	1
0.095488414	12.35983548	1
-0.471615572	12.35793485	1
-0.250435272	12.15836249	1
0.004851663	11.80888587	1
-0.076034139	11.77959649	1
-0.21287689	11.90955603	1
0.067941177	13.7176705	1
-0.106300918	11.85247999	1
-0.377438887	11.8585372	1
-0.454738666	12.48572143	1
0.421969469	12.48429984	1
0.202057351	12.69284692	1
0.809225348	13.14921911	1
-0.29860214	11.95375969	1
-0.114258938	12.73399929	1
-0.346370764	12.90308999	1
-0.088164568	12.13672057	1
-0.400570009	12.19865709	1
0.296412217	12.61909333	1
-0.456439757	12.02530587	1
-0.35320627	12.78532984	1
-0.260033884	11.61066016	1
-0.114356693	11.89817648	1
-0.13645529	11.40993312	1
-0.630470599	11.28780173	1
0.084825702	11.50379068	1
-0.490956165	12.20682588	1
-0.941695474	12.06445799	1
-0.62102645	11.86391738	1
-0.27618243	12.50105926	1
-0.056722686	11.6242821	1
-0.46626352	10.92116605	1
-0.812234	12.26481782	1
-0.095257414	12.0374265	1
0.228568705	12.25285303	1
-0.216892165	13.23044892	1
-0.288191928	12.15533604	1
0.310285798	12.33845649	1
0.591566095	12.90633504	1
-0.383314479	12.42813479	1
-0.459924668	11.2278867	1
-0.049168481	11.56466606	1
0.133774513	12.20411998	1
-0.650609784	11.58092498	1
0.277322417	12.62117628	1
-0.290551099	12.00432137	1
0.007042864	11.46389299	1
-0.38468029	11.07554696	1
-0.351986587	11.92531209	1
-0.392183751	11.64836001	1
0.094299194	11.8893017	1
0.38284088	13.2380461	1
-0.714206481	12.161368	1
-0.514041621	11.69548168	1
-2.389872387	8.285557309	1
0.244822677	12.31597035	1
0.226214927	12.07918125	1
0.027782056	12.68214508	1
-0.448957649	11.41995575	1
0.019285404	11.91487182	1
0.064679947	12.26481782	1
-0.434826569	12.30103	1
-0.155924997	12.12057393	1
0.539708002	12.62117628	1
0.024546415	12.02938378	1
